comment_id,company,role,description,has_ai_keywords,is_remote,location,salary,requires_python,requires_js,text_length,month,thread_id,scraped_date
41710969,Resemble AI,"San Francisco Bay Area (office in Mountain View, CA)","Resemble AI | San Francisco Bay Area (office in Mountain View, CA) | Full-Time | Full-Stack Engineer
We're creating state of the art Generative Voice AI models. Looking for full stack, frontend and machine learning engineers that would love to create prototypes directly with the founders. Recently, we open sourced a state of the art speech enhancement model:
https://github.com/resemble-ai/resemble-enhance
Here's what we're looking for:
Full Stack Engineer - We are seeking a skilled Full Stack Engineer with experience with both Javascript and Python to join us. The ideal candidate will have a strong background in building and deploying web applications, a passion for working on cutting-edge AI technologies, and the ability to collaborate closely with our founders to create innovative prototypes.
Frontend Engineer - Looking for experts with react who are into building interfaces for powerful ML models. Rails experience is a bonus.
ML Engineer - Looking for engineers that are interested in deploying large foundational models and optimizing inference. Must know PyTorch well. Knowledge of ONNX, TensorRT is bonus.
If interested, reach out directly to me: zohaib [at] resemble.ai",True,False,"View, CA",Not specified,True,True,1190,2024-10,41709301,2025-10-24
41715066,FrontRow,Senior Backend Engineer,"FrontRow | Senior Backend Engineer | Remote (US time zones) | Full-time
FrontRow is revolutionizing how creators launch content and global audiences consume it. We're building the next generation of creator-focused platforms for video streaming and OTT.
Tech Stack: Go, PostgreSQL, GraphQL, Cloud technologies
Requirements:
• 4+ years experience as a backend engineer
• Proficiency in statically typed server-side languages (Go, Rust, Java)
• Experience with relational databases (Postgres, MySQL)
• Strong understanding of algorithms, data structures, and API design
• Excellent communication and collaboration skills
• Ability to work during core business hours in US time zones
Bonus:
• Experience with video streaming or OTT platforms
• GraphQL expertise
• DevOps knowledge
You'll be:
• Architecting and implementing scalable backend systems
• Collaborating with cross-functional teams
• Balancing short-term deliverables with long-term vision
• Writing efficient, testable code
• Maintaining high development standards
Compensation: $150k – $200k • 0.0% – 0.2% equity
We're proud to be an Equal Opportunity Employer. We do not offer visa sponsorship at this time.
To apply:
https://wellfound.com/l/2zMLGx",False,True,Not specified,$150k – $200k,False,False,1209,2024-10,41709301,2025-10-24
41710807,Nautil.us - Fragment Media,REMOTE,"Nautil.us - Fragment Media | REMOTE | Senior Wordpress Engineer | Full-time
Fragment Media is the digital media company that publishes:
--
https://nautil.us
--
https://www.dailydot.com
--
https://passionfru.it
--
https://one5c.com
We are looking for a Senior Wordpress Engineer to join our rapidly growing team. The role is primarily PHP/JS in Wordpress - read the listing for more details. You've probably seen many of our articles from Nautil.us here on Hacker News. If you've enjoyed them, come work for our team and be a part of our growth.
Our entire company is remote and we don't even have an office to ever ""return to"", so we'll never change the rules on you.  Our office is Slack, ClickUp and Github.
https://fragmentmediagroup.applytojob.com/apply/U0EdzH7hRH/S...",False,True,"to ever ""return to"", so we'll never change the rules on you.  Our office is Slack, ClickUp and Githu",Not specified,False,False,773,2024-10,41709301,2025-10-24
41715265,RunReveal,Hacker Herald,"RunReveal | Hacker Herald | Remote (US) | Full-time
At RunReveal, we're building a Security Data Platform that helps ensure no breach goes undetected.  We're doing that by first building a data pipeline for security that normalizes and enriches events coming from SaaS tools then routes it into ClickHouse or object storage for archival.
In this role, we're looking for someone that might not exist.  We're looking for someone who loves following threat intel feeds and the latest breach reports only to try and see if they can replicate the attack vectors, document them and share how to defend against them.
This role is part researcher, part marketer, part defender, and whole hacker.
We're looking for someone who's excited to help companies defend against the changing threat landscape by using the most cutting edge SIEM available today, ours.  Experience with machine learning is a plus.  Writing experience required and speaking at events is a big plus.  And above all, a hacker mindset is your most important asset.
To apply, share your interest by emailing the address found on a text record of jobs.runreveal.com.
Check us out:
https://blog.runreveal.com",True,True,"RunReveal, we",Not specified,False,False,1165,2024-10,41709301,2025-10-24
41710585,"Obelisk AGI lab, Astera Institute",Full-time and intern,"Obelisk AGI lab, Astera Institute | Full-time and intern | engineering | hybrid ONSITE VISA Emeryville, CA |
https://astera.org/obelisk/
Astera is a non-profit research institute focused on accelerating science for the benefit of humanity.
Obelisk is the AGI research lab at Astera. Obelisk is a team of researchers who are pursuing an exploratory, neuroscience-informed approach to engineering AGI.
Astera enables the Obelisk team to focus on basic research and take a long-term view. Obelisk is unconstrained by the need to secure funding, garner profit, or publish results.
Visa: As a non-profit research institute, we are exempt from the H1B visa cap so we are willing and able to hire qualified applicants regardless of your nationality.
software engineer:
https://jobs.ashbyhq.com/astera/30d5ef40-eea7-4a2f-a7cf-28ac...
research intern:
https://jobs.ashbyhq.com/astera/cb9a9572-8b24-436a-aa22-d543...",False,False,"Emeryville, CA",Not specified,False,False,906,2024-10,41709301,2025-10-24
41709832,Dragon Mandarin,Full Stack Engineer,"Dragon Mandarin | Full Stack Engineer | Taipei, Taiwan | REMOTE (Taiwan) | >= 80k+ NTD
We're building an app that rewrites arbitrary Chinese text into simpler language, helping users learn Chinese by reading interesting content.
You will be our first hire working directly with me, the founder. You’d be working very independently, with approximately weekly in-person meetings in Taipei.
NTD 80k+/month depending on experience. Must be reasonably fluent in Chinese.
Apply if you are interested in the intersection of Chinese language learning and AI. Current stack is Django + React (experience beneficial but not essential if you learn fast).
Email: andrew [at] dragonmandarin.com",False,True,Not specified,Not specified,False,True,681,2024-10,41709301,2025-10-24
41721432,MetaDAO,Not specified,"MetaDAO |
https://metadao.fi
| Founding Engineer, UX/UI Engineer | ONSITE US (San Francisco) | Full-time |
https://jobs.paradigm.xyz/companies/metadao
We believe that the world's decisions can be made by markets. To make that a reality, we're building the world's first platform for creating and trading decision markets (futarchy).
This is a unique opportunity to work on the cutting edge of markets, decision-making, and crypto. If you like markets and mechanism design, you'll love the problems we work on!
We recently closed an investment of $2.2M with Paradigm as lead investor. You'll be the first hires working alongside the founders.
Learn more at
https://docs.metadao.fi
To apply, send a brief proof of exceptional ability to market.governed.civilization@metadao.fi and include in the subject line, ""HN"".
Founding Engineer ($140k – $220k)
UX/UI Engineer ($120k - $180k)",False,False,"Engineer, UX",$2,False,False,878,2024-10,41709301,2025-10-24
41715825,Sudowrite,REMOTE,"Sudowrite | REMOTE | Full-Time | Hiring: AI Engineer and Head of Growth
- We believe the future of writing is AI & human collaboration. Sudowrite is the best AI for creative writers.
- We are profitable with a rapidly growing paying user base.
- We've been featured in The New York Times, New Yorker, Verge, etc.
- We believe new tools will enable a renaissance in art & creativity and we want to help the next generation of storytellers tell better stories.
- We’re 100% remote and support work-life balance. We meet up in person a few times of year, last time in Los Angeles. We encourage diverse candidates who can work within 2 hours of USA timezones to apply.
We are hiring a staff AI Engineer and Head of Growth. Details here:
https://r.people.capital/sudowrite-ai
and
https://sudowrite.notion.site/We-re-hiring-a-Head-of-Growth-...",True,True,New York,Not specified,False,False,838,2024-10,41709301,2025-10-24
41712983,DBOS,Developer Relations Engineer,"DBOS | Developer Relations Engineer | REMOTE | Full-time | $100K - $200K USD
DBOS is a serverless platform for building reliable/durable backends at a fraction of the cost of competitors.  We are looking for someone to help us spread the gospel of serverless and reliability.
You would be responsible for building demo apps in Python and/or Typescript and the writing about them and talking about them around the internet (HN, Reddit, LinkedIn, Twitter, Dev.to, wherever else you think makes sense) and in person.  You'd also manage our overall social media strategy, and keep an eye on the pulse of how people feel about us and are talking about us.
The full job description is here, but don't worry about the experience requirements, we'd love to hear from recent grads too!
https://www.dbos.dev/jobs/developer-relations-engineer
Apply at that link, and include links to anything you've published in the past that might be interesting and mention that you saw this post on HN.",False,True,"requirements, we",$100,True,True,978,2024-10,41709301,2025-10-24
41717588,Tuta,"Hannover/Munich, Germany","Tuta | Hannover/Munich, Germany | ONSITE |
https://tuta.com/
Tuta is an encrypted email provider based in Germany. We focus on building privacy and security oriented apps for communication and productivity.
We are currently hiring software engineers (Frontend/Backend/Full-Stack) for our locations in Hannover and Munich. We also sponsor visas for prospective team members not currently living in the EU and help with the relocation process.
QA/Software Engineer:
https://tuta.com/jobs/qa-software-engineer
Software Engineer (Munich):
https://tuta.com/jobs/software-engineer-munich
Software Engineer (Hannover):
https://tuta.com/jobs/software-engineer",False,False,Germany. We focus on building privacy and security oriented apps for communication and productivity.,Not specified,False,False,651,2024-10,41709301,2025-10-24
41714369,Prophet Town,Full-Stack Engineer + PM + DevOps/Infra,"Prophet Town | Full-Stack Engineer + PM + DevOps/Infra | USA-ONLY REMOTE | Full-time | $240K-$370K annual total comp | English fluency required
I’m the founder, trying to do “enlightened business.” We are a small, fully-remote, sf-bay-area-based, boutique indie tech agency. Our leadership staff are all ex-Fortune 100; everybody codes.  Notable recent projects: voltagepark.com and a slackbot for Anduril’s employees.
Unlike earlier HN Who's Hiring posts, we have specific existing clients in mind: total comp is not flexible hourly, but full-time salary with client-tied equity compensation.  We are currently filling “Tier 3” (5-10 y/o/e, $240K-$320K annual comp) and ""Tier 4"" (7-20 y/o/e, $300K-$370K annual total comp) roles:
Engineers: Full stack polyglot but JS/TS heavy (SQL/NextJS/Node/React/Remix), AWS deployments.  

    Infra+Devops: Kubernetes/Docker, Terraform, AWS service set, common CI/CD options.

    PMs: JIRA/Trello, stakeholder wrangling, proof of winning engineer trust and surviving big-org politics.
We’re a worker-first operation.  Applicants must meet a high bar; in return, I pledge my personal commitment to finding you interesting work and getting you good pay.
Contact James: hn-hiring@ptown.tech.  We are a small shop and can get swamped; nonetheless if you send us something by Friday Oct 4, you will hear something by Saturday Oct 5.  Please make sure to include a resume in pdf format, and clarify which of the three positions you are interested in.
UPDATE: we too",False,True,"remote, sf",$240,False,True,1799,2024-10,41709301,2025-10-24
41718199,Polars,Database Engineer (Rust),"Polars |  Database Engineer (Rust) | Amsterdam | ONSITE | Fulltime |
https://hiring.pola.rs/o/database-engineer
Polars is the next generation of DataFrames. We don’t take the easy route and build from the ground up, controlling every element allows us to create a superior solution. Our open-source implementation is one of the fastest growing data projects on GitHub and has over 26 thousand stars and 39 million downloads to date.
We believe data processing should be a seamless experience from working locally on your development machine to an enterprise production environment. There should be one framework to learn for data practitioners, removing the need for rewriting code when going to production.",False,False,Not specified,Not specified,False,False,707,2024-10,41709301,2025-10-24
41726084,Astra Space Operations,Not specified,"Astra Space Operations |
https://astra.com/
| Alameda, CA | Full Time | Onsite
* Senior Staff Python Engineer
* Staff Front-End Engineer
Astra is a rocket company that designs its launch system for mass manufacture - the ""Model T"" of the space industry. Astra is the fastest company to go from founding to delivering satellites to their mission orbit — only five years, years faster than SpaceX, RocketLab, Firefly, and Virgin Orbit. It's hard to work in a more exciting field than rocketry.
Take a look at our open roles:
https://astra.com/careers/#open-roles",False,False,"Alameda, CA",Not specified,True,False,560,2024-10,41709301,2025-10-24
41709303,Traceoid,Various roles,"Traceoid | Various roles | Remote
Traceoid (
http://traceoid.ai
) is revisiting the theory that underlies machine learning. Our approach opens up the door towards scalable energy-based models, faster and cheaper training and inference and interpretability. If we succeed, our approach will mark a significant step forward towards achieving AGI.
Here is what Yann LeCun had to say about EBMs
https://x.com/ylecun/status/1380066315600343042
.
Please reach out, if you have background in any of these fields (or are excited to learn):
- integrable systems
- algebraic topology (in particular Hopf algebras, tensor categories)
- quantum groups
- category theory
- statistical mechanics
- computational physics
(see the link above for a full list).
Our company operates at the intersection of research & development, and as a part of this job, you will be reading papers and implementing some very cool research from the above fields.
You will be joining a team with several PhD's and while advanced degrees are not a hard requirement, you are expected to possess deep knowledge of the above fields. Ideal candidate would understand how one goes about writing high perf code as well as be able to explain the concept of a Hamiltonian.
We are finalizing company stuff and will not start hiring for another couple of weeks. That being said, if the job sounds interesting, please do not hesitate and contact us at adam+jobs@traceoid.ai.
While we have just finalized an investment round, please reach out if y",True,True,"out, if",Not specified,False,False,1698,2024-10,41709301,2025-10-24
41717598,Chorus One,Not specified,"Chorus One |
https://chorus.one/careers
| Platforms Engineer | REMOTE (Switzerland ± 6 hours)
Chorus One operates validators on many proof-of-stake blockchains (the ones where security is based on a Byzantine fault-tolerant consensus algorithm rather than wasting energy). We are hiring for several roles, but the one I will highlight is what we call the Platforms Engineer. Some companies call this Site Reliability Engineering or Devops.
The main thing we do is take upstream software, build it, run it on our infrastructure, and then monitor it and optimize that setup. Some things that make this interesting are:
* Building automation that enables us to do this for many networks (60+ currently).
    * Doing this with high uptime, building automation for failover, etc.
    * Working with software that is on the one hand cutting-edge and doing interesting things (consensus algorithms, distributed systems, cryptography), but on the other hand that means it’s immature and often not easy to operate and monitor. Often we have to build custom tools, and dive into the source code of the project. We contribute patches upstream when it makes sense.
    * Some of these projects are exercising the limits of what a machine can do, we have to do some low-level investigation that requires understanding of what the Linux kernel and network hardware are doing to properly identify what’s going on.
We do have a small cloud footprint but run primarily on bare metal. We are looking for people who can",False,True,"do, we",Not specified,False,False,1957,2024-10,41709301,2025-10-24
41721239,Nothing,Not specified,"Nothing |
https://nothing.tech
| AI Engineer | London | Full-time On-Site
We’re looking for a talented AI Engineer to join the R&D team at Nothing, where we’re laying the foundation for the next wave of innovative interactions across our smartphones and earbuds.
This is a chance to work on on-device models, generative UIs, AI-centric interfaces, hardware, and more.
You can apply at
https://careers.nothing.tech/?gh_jid=4331415101
Make sure to mention you come from HN!",True,False,"UIs, AI",Not specified,False,False,471,2024-10,41709301,2025-10-24
41711275,OfferFit,Applied Scientists (,"OfferFit |
https://offerfit.ai
| Director of Software Engineering (Web) | Remote (all remote) | Full-time
Join OfferFit (Series B, ~90 folks, 10M ARR) as a Director of Software Engineering and lead the charge in revolutionizing marketing technology with cutting-edge reinforcement learning! This is your chance to architect and scale a highly innovative SaaS platform, working closely with me (CTO) and a dynamic team of engineers. We're working on a hard problem: making setting up complex RL-powered personalization for large B2C enterprises a fully self-serve experience. You will lead and scale a team of frontend and full stack engineers in building a data-intensive application that our users (enterprise marketers and data analysts) love. Proven track record of shipping user facing applications and growing engineering teams a must.
Apply here:
https://boards.greenhouse.io/offerfit/jobs/4454196005
Also, looking for:
Applied Scientists (
https://boards.greenhouse.io/offerfit/jobs/4460865005
) -- research experience in RL/contextual bandits required, experience implementing in industry a strong plus.",True,True,Not specified,Not specified,False,False,1111,2024-10,41709301,2025-10-24
